NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 917;R SINESIO G GUIDA,    66 12630000  CACHOEIRA PAULISTA SP ;34220;4;
Cliente Ficticio 918;PC ARARUVA,28 03552010  SAO PAULO SP ;22437;4;
Cliente Ficticio 919;R CATARINA VIEIRA,    53 03521030  SAO PAULO SP ;35742;4;
Cliente Ficticio 920;R POMBA,  1130 83706270  ARAUCARIA PR ;20278;4;
Cliente Ficticio 921;PC UNIVERSO,    96, BL 2, APT 106 03362020  SAO PAULO SP ;16840;4;
Cliente Ficticio 922;R CEL VICTOR CANDIDO SOUZA,    71 15070460  SAO JOSE DO RIO PRETO SP ;9433;4;
Cliente Ficticio 923;R EGIDIO FELINI,   249, BL A, APT 54 02815040  SAO PAULO SP ;4703;4;
Cliente Ficticio 925;R AURELIO DE LIRA,     7 69093383  MANAUS AM ;24914;4;
Cliente Ficticio 926;R JOAQUIM ROCHA JUNIOR,524 13477480  AMERICANA SP ;12381;4;
Cliente Ficticio 927;R NILO GUERRA,    62 04362010  SAO PAULO SP ;26779;4;
Cliente Ficticio 928;R AMAZONAS,   147 12289368  CACAPAVA SP ;14649;4;
Cliente Ficticio 929;R DR ISMAEL DIAS,   335, CASA 2 03631010  SAO PAULO SP ;9635;4;
Cliente Ficticio 930;R RAUL POMPEIA,493,CASA Nº 02 09260630  SANTO ANDRE SP ;9406;4;
Cliente Ficticio 931;R VICENTE ALETTO,    16 09360540  MAUA SP ;7514;4;
Cliente Ficticio 932;AV S JOAO,   939, FD 12940260  ATIBAIA SP ;3914;4;
Cliente Ficticio 933;R MARTINIANO DE CARVALHO,    14, APT 708 01321000  SAO PAULO SP ;22215;4;
Cliente Ficticio 934;R ALBERTO VEIGA,    34, BL SEM NOME, APT 13 11070030  SANTOS SP ;11495;4;
Cliente Ficticio 935;R FRANCISCO DA LIRA,   130, BL F, APT 54 02346010  SAO PAULO SP ;44710;4;
Cliente Ficticio 936;R DOS VIANAS,  1545, BL 7, APT 42 09760510  SAO BERNARDO DO CAMPO SP ;22439;4;
Cliente Ficticio 937;R AMARAL GAMA,350,APT 41 02018001  SAO PAULO SP ;24991;4;
Cliente Ficticio 938;R VSC DE TAUNAY,   112 09910530  DIADEMA SP ;22569;4;
Cliente Ficticio 939;R ITAPORANGA,    45 13050406  CAMPINAS SP ;26033;4;
Cliente Ficticio 940;R DA PATRIA,   307, FD 79090130  CAMPO GRANDE MS ;14062;4;
Cliente Ficticio 941;AV HENRIQUE ANDRES,    71 13201048  JUNDIAI SP ;21991;4;
Cliente Ficticio 942;R CD DE LINHARES,    88, CASA 21341190  RIO DE JANEIRO RJ ;14741;4;
Cliente Ficticio 943;R DOS CEDROS,   137 13468020  AMERICANA SP ;30669;4;
Cliente Ficticio 944;AV ATLANTICA,  1757 04768200  SAO PAULO SP ;11348;4;
Cliente Ficticio 945;R ROBERIO DIAS,    66 03283020  SAO PAULO SP ;26087;4;
Cliente Ficticio 946;AV DOS DEMOCRATICOS,   880, APT 303 21050434  RIO DE JANEIRO RJ ;20173;4;
Cliente Ficticio 947;R MAGNO MARTINS,   182, CASA 114 21911430  RIO DE JANEIRO RJ ;11178;4;
Cliente Ficticio 948;R EMBOABAS,   329 13457053  SANTA BARBARA D OESTE SP ;27375;4;
Cliente Ficticio 949;R DURVALINO RESENDE,  1654 14403136  FRANCA SP ;14980;4;
Cliente Ficticio 951;R CD DE BONFIM,   540, BL B, COB 2 20520055  RIO DE JANEIRO RJ ;30314;4;
Cliente Ficticio 952;R RIVALDO GOES TEIXEIRA,   405,   , APT 11 09360430  MAUA SP ;14843;4;
Cliente Ficticio 953;SGAN, QD 911, MD G, BL I, APT 222 70790902  BRASILIA DF ;20654;4;
Cliente Ficticio 954;AV PRES JOAO GOULART,1,BL ARIZONA, APT 176 06036048  OSASCO SP ;10421;4;
Cliente Ficticio 955;R JOAO BISSOTTO FILHO,  1724, BL 1, APT 1 13275410  VALINHOS SP ;252;4;
Cliente Ficticio 956;R MINEIROS DO TIETE,85 02758050  SAO PAULO SP ;18435;4;
Cliente Ficticio 957;R CAPIVARI,   358, / B 09580370  SAO CAETANO DO SUL SP ;6352;4;
Cliente Ficticio 958;R ARANTINA,    83 21920250  RIO DE JANEIRO RJ ;33378;4;
Cliente Ficticio 959;R MARIO RUSSO,262 12906020  BRAGANCA PAULISTA SP ;14829;4;
Cliente Ficticio 961;R JOAQUIM LOPES FIGUEIRA,   169 03176080  SAO PAULO SP ;32364;4;
Cliente Ficticio 962;AV N SRA DA ASSUNCAO,  1307 05359001  SAO PAULO SP ;26190;4;
Cliente Ficticio 963;R ALICANTE (CJ TAPAJOS),    14, CASA B 66833340  BELEM PA ;13980;4;
Cliente Ficticio 964;R LEANDRO DE CARVALHO,   128 01551010  SAO PAULO SP ;18931;4;
Cliente Ficticio 965;R CNSO LAFAIETE,98,APTO 309 11040280  SANTOS SP ;19607;4;
Cliente Ficticio 966;AV PE ARLINDO VIEIRA,   898, BL ISABEL, APT 245 04297000  SAO PAULO SP ;13339;4;
Cliente Ficticio 967;R JOSE CODINA,29,APT/ 23 02805160  SAO PAULO SP ;50670;4;
Cliente Ficticio 968;R FERNANDO DE AZEVEDO,   130, BL 5A, APT 102 21920430  RIO DE JANEIRO RJ ;21520;4;
Cliente Ficticio 969;R PARAGUAI,   140, BL SOARES TEIXEIRA, APT 11 11060490  SANTOS SP ;30540;4;
Cliente Ficticio 970;AV TORE ALBERT MUNCK,   140, CS ** 06700149  COTIA SP ;22491;4;
Cliente Ficticio 971;EST DE SEPETIBA,663,CASA 1 23520660  RIO DE JANEIRO RJ ;12082;4;
Cliente Ficticio 972;R ORLANDO CARPI,331 13310401  ITU SP ;10893;4;
Cliente Ficticio 973;R JOAO PAULO II,622 06810115  EMBU SP ;20603;4;
Cliente Ficticio 974;R ORLANDO PELEGRINO,    18 02442180  SAO PAULO SP ;50664;4;
Cliente Ficticio 975;R PELEGRINO BERNARDO,    70 09570180  SAO CAETANO DO SUL SP ;19197;4;
Cliente Ficticio 976;AV VICENTE DE CARVALHO,     4, BL BRASILIA, APT 11 11045500  SANTOS SP ;40824;4;
Cliente Ficticio 977;R FR MANOEL DA RESSURREICAO,1571 13073027  CAMPINAS SP ;1941;4;
Cliente Ficticio 978;R TIRADENTES,1815,BL 1 AP 14 09780265  SAO BERNARDO DO CAMPO SP ;11315;4;
Cliente Ficticio 979;R RIO GRANDE DO SUL,  1707, SALA 07 79020011  CAMPO GRANDE MS ;7378;4;
Cliente Ficticio 980;R DAS PROMESSAS,   624 02214010  SAO PAULO SP ;18110;4;
Cliente Ficticio 981;PAS DOS FLAMBOYANTS,   200, T 1I 13561352  SAO CARLOS SP ;13054;4;
Cliente Ficticio 982;AV POMPEIA,  1235, CASA 97 13425620  PIRACICABA SP ;24020;4;
Cliente Ficticio 983;R JOSE LOPES DA SILVA,   158, CASA 4 05376110  SAO PAULO SP ;18094;4;
Cliente Ficticio 984;R JOAO TEODORO,   722, CASA B 13035180  CAMPINAS SP ;37124;4;
Cliente Ficticio 985;R BELA VISTA,    11, APT 111 09041360  SANTO ANDRE SP ;27943;4;
Cliente Ficticio 987;R FERNANDES VALDEZ,    64, APT 303 21050770  RIO DE JANEIRO RJ ;32929;4;
Cliente Ficticio 988;EST COPIUVA,   406, CASA 01 06330000  CARAPICUIBA SP ;17955;4;
Cliente Ficticio 989;AV NONOAI,  1458, BL N, APT 218 91720000  PORTO ALEGRE RS ;42072;4;
Cliente Ficticio 990;R MONTE SANTO,   128, CASA 13 21235550  RIO DE JANEIRO RJ ;13838;4;
Cliente Ficticio 991;R DR FRANCISCO JOSE LONGO,359,CASA 04140060  SAO PAULO SP ;46723;4;
Cliente Ficticio 992;R 3, QD B, LT 05 74690827  GOIANIA GO ;2056;4;
Cliente Ficticio 993;AL N SRA DO SAGRADO CORACAO,  1514, CASA 2 81870010  CURITIBA PR ;20202;4;
Cliente Ficticio 994;R GUSTAVO DA PAIXAO,     7 03331010  SAO PAULO SP ;3231;4;
Cliente Ficticio 995;R PE ANCHIETA,    46, APT 84 11310040  SAO VICENTE SP ;22355;4;
Cliente Ficticio 997;R JARDINOPOLIS,   274 06130110  OSASCO SP ;29772;4;
Cliente Ficticio 998;R DA ROMANA,309,BLOCO 3B APT 207 20710200  RIO DE JANEIRO RJ ;59951;4;
Cliente Ficticio 999;R BENEDITO DA CUNHA CAMPOS,535,BLOCO 12A APTO 401 13806610  MOGI MIRIM SP ;15626;4;
Cliente Ficticio 1000;R EROS EMILIO TUROLLA,29244 11718220  PRAIA GRANDE SP ;28935;4;
Cliente Ficticio 1001;R GABRIELA,   985, CS 1 06436280  BARUERI SP ;8941;4;
Cliente Ficticio 1002;R SERRA DE BRAGANCA,  1555, BL A, APT 121 03318000  SAO PAULO SP ;21424;4;
Cliente Ficticio 1003;AV DA SAUDADE,   796 14085000  RIBEIRAO PRETO SP ;20425;4;
Cliente Ficticio 1004;R DOLORES DE AQUINO,  1120, BL A, APT 1 08750790  MOGI DAS CRUZES SP ;19543;4;
Cliente Ficticio 1005;R ALBERTO SCHWEITZER,3 81820140  CURITIBA PR ;17384;4;
Cliente Ficticio 1006;R VINTE E OITO DE SETEMBRO,   253, CASA 1 09941500  DIADEMA SP ;21827;4;
Cliente Ficticio 1007;R FIORAVANTE ZAPATERRA,    12 17512865  MARILIA SP ;34841;4;
Cliente Ficticio 1008;R DA BRIGIDA,   197, APT 121 04111080  SAO PAULO SP ;17583;4;
Cliente Ficticio 1009;R NAIR PALMA MATIOLI,    75 14079381  RIBEIRAO PRETO SP ;15206;4;
Cliente Ficticio 1010;AV ANTONIO MARTINS BORGES, 10000, QD 94, LT 16 74825020  GOIANIA GO ;2000;4;
Cliente Ficticio 1011;AV BANDEIRANTES,  2167, CASA 1 13846010  MOGI GUACU SP ;6552;4;
Cliente Ficticio 1012;R ADOLPHO FERREIRA SOARES FILHO,389,AP 205 58052170  JOAO PESSOA PB ;18777;4;
Cliente Ficticio 1013;R DAS PAINEIRAS,   377, APT 183 09070220  SANTO ANDRE SP ;27252;4;
Cliente Ficticio 1014;ROD RST-509,  2186 97110620  SANTA MARIA RS ;28496;4;
Cliente Ficticio 1015;R CAP JOAO CESARIO,   127, APT 13 03603000  SAO PAULO SP ;10783;4;
Cliente Ficticio 1016;R LIBORIO MONALDO STILLITANO,    86 18072400  SOROCABA SP ;24313;4;
Cliente Ficticio 1017;AL EUCLYDES COTRIM,   233, CASA 3 25976187  TERESOPOLIS RJ ;19874;4;
Cliente Ficticio 1018;R ALVARO ABRANCHES,  1325 14401094  FRANCA SP ;18744;4;
Cliente Ficticio 1019;R JORN PAULINO DE ALMEIDA,   168, CASA 02 82970030  CURITIBA PR ;26176;4;
Cliente Ficticio 1020;R FR VICENTE DO SALVADOR,230,APT 44 02019000  SAO PAULO SP ;58462;4;
Cliente Ficticio 1021;R ANTONIO GIGLIOTE,   114 13568130  SAO CARLOS SP ;11266;4;
Cliente Ficticio 1023;R JORGE BERETTA,   945, BL 6, APT 131 09271400  SANTO ANDRE SP ;24588;4;
Cliente Ficticio 1024;R DO CARLAO,   627 09250620  SANTO ANDRE SP ;20569;4;
Cliente Ficticio 1025;R ANTONIO CARLOS NEVES,15 13050173  CAMPINAS SP ;25661;4;
Cliente Ficticio 1026;R JAU GUEDES DA FONSECA,   175, ED FONTANA DE TREVI, APT 201 88080080  FLORIANOPOLIS SC ;19916;4;
Cliente Ficticio 1027;R LAGUNA,22,CS 1 06273140  OSASCO SP ;49868;4;
Cliente Ficticio 1028;RUA DAMASCO,16 69045070  MANAUS AM ;7271;4;
Cliente Ficticio 1029;R MARACANA,1611 83706260  ARAUCARIA PR ;14463;4;
Cliente Ficticio 1030;AV ADOLFO PINHEIRO,   760, BL A, APT 233 04734001  SAO PAULO SP ;22926;4;
Cliente Ficticio 1031;R DOVER,     7, FD 04913060  SAO PAULO SP ;26439;4;
Cliente Ficticio 1033;AV BOA VIAGEM,   220, ED ALFREDO MAURICEIA, BL B, APT 404 51130000  RECIFE PE ;35083;4;
Cliente Ficticio 1034;VLA ERNESTO CARLOS COSTA,    20 06122100  OSASCO SP ;37648;4;
Cliente Ficticio 1035;R JOSE FARIAS MOREIRA,   194 03381140  SAO PAULO SP ;22946;4;
Cliente Ficticio 1036;R DALVA DE MATOS,   139 31535300  BELO HORIZONTE MG ;12586;4;
Cliente Ficticio 1037;R DR GUEDES COELHO,    81, BL SEM NOME, APT 83 11050231  SANTOS SP ;36053;4;
Cliente Ficticio 1038;R RIO DE JANEIRO,    32, BL B, APT 43 11075340  SANTOS SP ;19129;4;
Cliente Ficticio 1039;R JOAO EVANGELISTA FERRAZ,    53 13484095  LIMEIRA SP ;7981;4;
Cliente Ficticio 1040;EST DO ENGENHO D'AGUA,  1220, CASA 49 22765240  RIO DE JANEIRO RJ ;38110;4;
Cliente Ficticio 1041;R DAS CARPAS,   166 13324292  SALTO SP ;9608;4;
Cliente Ficticio 1042;R CEARA,  1038 95900000  LAJEADO RS ;22222;4;
Cliente Ficticio 1043;R TAQUARITUBA,   142 07143500  GUARULHOS SP ;9122;4;
Cliente Ficticio 1044;R REGO BARROS,   375, BL 2, APT 75 03460000  SAO PAULO SP ;39642;4;
Cliente Ficticio 1045;R PEDRO RONCHESEL,    85 17209060  JAU SP ;32024;4;
Cliente Ficticio 1046;R DOMINGOS GONCALO,   293 04693040  SAO PAULO SP ;16938;4;
Cliente Ficticio 1047;R DR NASCIMENTO,   261, BL 1, APT 301 96200300  RIO GRANDE RS ;20908;4;
Cliente Ficticio 1048;R ANTONIO VIEIRA.,   574 84015175  PONTA GROSSA PR ;22426;4;
Cliente Ficticio 1049;R DA FONTE,169,AP 82 ASTER 09040270  SANTO ANDRE SP ;19692;4;
Cliente Ficticio 1050;R FORTE,   187 04282060  SAO PAULO SP ;5082;4;
Cliente Ficticio 1051;R STO ANDRE,   110 16075110  ARACATUBA SP ;7517;4;
Cliente Ficticio 1052;R RECIFE,   256 13603122  ARARAS SP ;17987;4;
Cliente Ficticio 1053;R EDSON BARRETO PEIXOTO,   145 30590000  BELO HORIZONTE MG ;16674;4;
Cliente Ficticio 1054;R VICTORIO ANTONIO MENEZELLO,293 15092100  SAO JOSE DO RIO PRETO SP ;16023;4;
Cliente Ficticio 1055;R TEODORA JOAQUINA DE MOURA MONTEIRO,    95 12091540  TAUBATE SP ;23368;4;
Cliente Ficticio 1056;R PRF HERMES LIMA,  1410, APT 303 22795061  RIO DE JANEIRO RJ ;49839;4;
Cliente Ficticio 1057;R JOAO DANIEL MARTINELLI,2,QD 41 90250440  PORTO ALEGRE RS ;27304;4;
Cliente Ficticio 1059;R VINTE E CINCO DE AGOSTO,    65, BL 02, APT 1002 78043382  CUIABA MT ;13730;4;
Cliente Ficticio 1060;AV FAUSTO SUCENA RASGA,   575 15040290  SAO JOSE DO RIO PRETO SP ;17961;4;
Cliente Ficticio 1061;R ANGELO RIZZI,    54 08770050  MOGI DAS CRUZES SP ;14269;4;
Cliente Ficticio 1062;R MIN GASTAO MESQUITA,43,BL 2 05012010  SAO PAULO SP ;26916;4;
Cliente Ficticio 1063;R ELIAS GOMES,0,QD I LT 09 CASA 02 75113370  ANAPOLIS GO ;24115;4;
Cliente Ficticio 1064;R APUCARANA (CJ M NOVO),    19, QD O 69090510  MANAUS AM ;24953;4;
Cliente Ficticio 1065;R FAGUNDES VARELA,   177 90650010  PORTO ALEGRE RS ;17727;4;
Cliente Ficticio 1066;AV DOS BANCARIOS,    71 11030301  SANTOS SP ;21684;4;
Cliente Ficticio 1067;EST DA FAZENDA,    48 26013470  NOVA IGUACU RJ ;24666;4;
Cliente Ficticio 1069;R GUARANI,50 18044170  SOROCABA SP ;13219;4;
Cliente Ficticio 1070;R AURISTELA MAIA FARIAS,    35 60811100  FORTALEZA CE ;9491;4;
Cliente Ficticio 1071;AV EUROPA,    46 87205060  CIANORTE PR ;3185;4;
Cliente Ficticio 1072;R MACUXIS,   490, APT 3 02613010  SAO PAULO SP ;20152;4;
Cliente Ficticio 1073;R BRG HENRIQUE FONTENELLE,1163,CASA 3 05125001  SAO PAULO SP ;22467;4;
Cliente Ficticio 1074;R GEN OSORIO,   191, BL B, APT 104 96020000  PELOTAS RS ;7071;4;
Cliente Ficticio 1075;R VOLUNTARIOS DA PATRIA,    86, BL B, APT 905 22270010  RIO DE JANEIRO RJ ;26936;4;
Cliente Ficticio 1076;R ESPIRITO SANTO,   275 01526020  SAO PAULO SP ;11326;4;
Cliente Ficticio 1077;AV TRAB SANCARLENSE,  1220 13566590  SAO CARLOS SP ;61492;4;
Cliente Ficticio 1078;R 7,  1955 13500200  RIO CLARO SP ;25070;4;
Cliente Ficticio 1079;R DR MELO ALVES,   368 01417010  SAO PAULO SP ;29297;4;
Cliente Ficticio 1080;R S SEVERO,567 03666000  SAO PAULO SP ;21843;4;
Cliente Ficticio 1081;R UBAI,    40, CASA B 31140610  BELO HORIZONTE MG ;20610;4;
Cliente Ficticio 1082;R LUIZ GASTAO,   226, CASA 1 03240030  SAO PAULO SP ;16454;4;
Cliente Ficticio 1083;R DR MACHADO,   645, ED DANIELA, BL A, APT 01 52040020  RECIFE PE ;3079;4;
Cliente Ficticio 1084;R OLAVO BILAC, QD 6, - 3 17060454  BAURU SP ;15133;4;
Cliente Ficticio 1085;R ANANIAS E DE TOLEDO,   770 13574280  SAO CARLOS SP ;5927;4;
Cliente Ficticio 1086;R ITA,   267, APT 23 02636030  SAO PAULO SP ;22933;4;
Cliente Ficticio 1087;R CHAVANTES,   156 06396040  CARAPICUIBA SP ;15267;4;
Cliente Ficticio 1088;R NEREU RAMOS,   618, CASA 3 88133330  PALHOCA SC ;31946;4;
Cliente Ficticio 1089;R CAMPOS SALES,  2063 87080145  MARINGA PR ;32545;4;
Cliente Ficticio 1090;R JOAO BATISTA FERNANDES,   587, CASA 2 03253050  SAO PAULO SP ;7501;4;
Cliente Ficticio 1091;R MIGUEL PETRILLI,   250, BL 10 - FLOR DE LIZ, APT 21 05162250  SAO PAULO SP ;10558;4;
Cliente Ficticio 1092;SUL, QD 05, CJ F, CASA 08 72410306  BRASILIA DF ;18197;4;
Cliente Ficticio 1093;R RUI BARBOSA,   410, BL PORTAL DO SOL VIII, APT 302 11700170  PRAIA GRANDE SP ;23338;4;
Cliente Ficticio 1095;R MQ DE MARICA,   308 89237340  JOINVILLE SC ;15414;4;
Cliente Ficticio 1096;AV BANDEIRANTES,291,APT 101 30315000  BELO HORIZONTE MG ;26055;4;
Cliente Ficticio 1097;R GOV PEDRO DE TOLEDO,   101, BL SANTA ADELAIDE, APT 51 11045551  SANTOS SP ;28585;4;
Cliente Ficticio 1098;R ALIANCA LIBERAL,540 05088000  SAO PAULO SP ;9801;4;
Cliente Ficticio 1099;R CDOR GENESIO RODRIGUES,   100, BL 16, APT 1631 18072858  SOROCABA SP ;14759;4;
Cliente Ficticio 1100;R PIRAJA,   605, CASA 6 03190170  SAO PAULO SP ;8968;4;
Cliente Ficticio 1101;R CAMARA JUNIOR,  1069 81540000  CURITIBA PR ;34073;4;
Cliente Ficticio 1102;AL CON ANIBAL DIFRANCIA, QD 10, - 4 17020690  BAURU SP ;41295;4;
Cliente Ficticio 1103;PC WASHINGTON,96,BL COSTA DO SOL, APT 92 11065600  SANTOS SP ;49311;4;
Cliente Ficticio 1105;R S MATEUS,   159 06233300  OSASCO SP ;12787;4;
Cliente Ficticio 1106;R DOS PINTORES,   131, BL C, APT 13 03152210  SAO PAULO SP ;20107;4;
Cliente Ficticio 1107;R BRAZ CUBAS,    55 12515580  GUARATINGUETA SP ;9883;4;
Cliente Ficticio 1108;R ADIS ABEBA,   397, APT 31 83405570  COLOMBO PR ;17292;4;
Cliente Ficticio 1109;R DANUBIO AZUL,   359, CASA 2 02152040  SAO PAULO SP ;22915;4;
Cliente Ficticio 1110;R LEOVEGILDO MARTINS FONTES,   200, APT 601 49032450  ARACAJU SE ;21093;4;
Cliente Ficticio 1111;R JERONIMO FRANCA,123,CASA 1 05585070  SAO PAULO SP ;17532;4;
Cliente Ficticio 1112;R CD DE BAEPENDI,    62, APT 508 22231140  RIO DE JANEIRO RJ ;44456;4;
Cliente Ficticio 1113;R SOROCABA,   518 13454058  SANTA BARBARA D OESTE SP ;19315;4;
Cliente Ficticio 1114;R RIBEIRAO CAETE,   348 12213114  SAO JOSE DOS CAMPOS SP ;21532;4;
Cliente Ficticio 1115;TV CRISTOVAO COLOMBO,  1292, FT 66810000  BELEM PA ;9126;4;
Cliente Ficticio 1116;R PRF ARNALDO JOAO SEMERARO,   789, BL 3, APT 73 04184000  SAO PAULO SP ;12311;4;
Cliente Ficticio 1117;R ARISTIDES INACIO RODRIGUES,   437 12525000  POTIM SP ;19140;4;
Cliente Ficticio 1118;R PRF DR MASAHARU TANIGUSHI,  1113 13348253  INDAIATUBA SP ;12791;4;
Cliente Ficticio 1119;R CHICAGO,   806, CASA 1 87080420  MARINGA PR ;24812;4;
Cliente Ficticio 1120;R PIERRE BONNET,   508 05572010  SAO PAULO SP ;9612;4;
Cliente Ficticio 1121;R OSWALDO GABALDO,   305 14079385  RIBEIRAO PRETO SP ;19381;4;
Cliente Ficticio 1122;R GUARUJA,   269 13467540  AMERICANA SP ;14392;4;
Cliente Ficticio 1123;R 29 ( CJ C BRANCO),  1198 69055470  MANAUS AM ;31200;4;
Cliente Ficticio 1124;AV EZELINO DA CUNHA GLORIA,   630, BL 3, APT 12 08775520  MOGI DAS CRUZES SP ;14165;4;
Cliente Ficticio 1125;R ESTRELA RODRIGUES,   316, APT 223,   BL2 11420360  GUARUJA SP ;35441;4;
Cliente Ficticio 1126;R VALDEMIR PANELLI DAS DORES,   124 18211090  ITAPETININGA SP ;18728;4;
Cliente Ficticio 1127;R GUATEMALA,60,APT 51 13465761  AMERICANA SP ;21625;4;
Cliente Ficticio 1128;R FERNAO DIAS PAES,   416,   F2 69042490  MANAUS AM ;38958;4;
Cliente Ficticio 1129;R PRF ANTONIO DE QUEIROS FILHO,   199 09570300  SAO CAETANO DO SUL SP ;23085;4;
Cliente Ficticio 1131;R RUBIACEA,147 02335020  SAO PAULO SP ;18951;4;
Cliente Ficticio 1132;R PRF GONCALO D FERREIRA,   265 14409326  FRANCA SP ;17435;4;
Cliente Ficticio 1133;R JOSE GALVAO CESAR,   418 12513270  GUARATINGUETA SP ;11314;4;
Cliente Ficticio 1134;R SEBASTIAO VASCONCELOS FILHO,180,BLOCO C APT 52 08775395  MOGI DAS CRUZES SP ;20066;4;
Cliente Ficticio 1135;R S FIDELIS,   310, CASA 1 05335100  SAO PAULO SP ;10136;4;
Cliente Ficticio 1136;R CANDIDO BENICIO,  2935, BL M, APT 302 ENT 5 22733000  RIO DE JANEIRO RJ ;22180;4;
Cliente Ficticio 1137;R AMADOR BUENO DA RIBEIRA,   366 88336320  BALNEARIO CAMBORIU SC ;27846;4;
Cliente Ficticio 1138;R POTENGI,   562, FD 1 13469480  AMERICANA SP ;12946;4;
Cliente Ficticio 1139;AV SEN VERGUEIRO,  2685, BL 3B, APT 112 09601900  SAO BERNARDO DO CAMPO SP ;5659;4;
Cliente Ficticio 1141;CJ IMPERIAL,115 69054190  MANAUS AM ;27177;4;
Cliente Ficticio 1142;R FLAMINIO LEVY,   245, BL 9, APT 67 11085080  SANTOS SP ;19453;4;
Cliente Ficticio 1143;R VINTE E OITO DE SETEMBRO,   710, UNID 2 96810174  SANTA CRUZ DO SUL RS ;11825;4;
Cliente Ficticio 1144;AV S JOSE,  1467 14800410  ARARAQUARA SP ;20080;4;
Cliente Ficticio 1145;R DAVID NASSER,   470 07174060  GUARULHOS SP ;36929;4;
Cliente Ficticio 1146;R ITAPEMIRIM,    80 01246040  SAO PAULO SP ;60556;4;
Cliente Ficticio 1147;AV VIENA,   243, APT 204 90240020  PORTO ALEGRE RS ;29847;4;
Cliente Ficticio 1148;R ANTONIO PETRUZZIELLO,32 82110230  CURITIBA PR ;2284;4;
Cliente Ficticio 1149;R 1, QD 03, LT 26 74440330  GOIANIA GO ;24787;4;
Cliente Ficticio 1150;R MQ DE SAPUCAI,   336 34505600  SABARA MG ;16691;4;
Cliente Ficticio 1151;R NAVIRAI,   201 79023162  CAMPO GRANDE MS ;21514;4;
Cliente Ficticio 1152;AV SEN PINHEIRO MACHADO,536 11075000  SANTOS SP ;13968;4;
Cliente Ficticio 1153;R WALDEMAR FALCAO,  1547, TOR A, APT 702 40295010  SALVADOR BA ;19873;4;
Cliente Ficticio 1154;AV DES MILTON DOS REIS,    91 31710160  BELO HORIZONTE MG ;16773;4;
Cliente Ficticio 1155;R GEN OSORIO,  3927, APT 302 89042001  BLUMENAU SC ;33804;4;
Cliente Ficticio 1156;R INHAUMA,   980 13468510  AMERICANA SP ;490;4;
Cliente Ficticio 1157;R TOQUIO,    56, CASA 1 09921140  DIADEMA SP ;20437;4;
Cliente Ficticio 1158;AV ALTOS DO SANTA RITA,   210 91755016  PORTO ALEGRE RS ;32002;4;
Cliente Ficticio 1159;R LUIS GAMA,   164 09520020  SAO CAETANO DO SUL SP ;4538;4;
Cliente Ficticio 1160;R DOMINGOS DENUCCI,24 13470290  AMERICANA SP ;21041;4;
Cliente Ficticio 1161;R BARTOLOMEU DE GUSMAO,70,APT 102A 09310680  MAUA SP ;11385;4;
Cliente Ficticio 1162;R COMBU,    96, APT 103 21921610  RIO DE JANEIRO RJ ;21077;4;
Cliente Ficticio 1163;R MONACO,   410 03413030  SAO PAULO SP ;28432;4;
Cliente Ficticio 1164;R MIN RAUL FERNANDES,    43, APT 904 22260040  RIO DE JANEIRO RJ ;21200;4;
Cliente Ficticio 1165;R DR ARISTIDES VILLAR,   491 58087090  JOAO PESSOA PB ;24916;4;
Cliente Ficticio 1167;QUADRA 110, CJ 11, LT 14, CASA 02 72602216  BRASILIA DF ;17203;4;
Cliente Ficticio 1168;AV MAJ JOAO SCHELL,  1067 99020020  PASSO FUNDO RS ;27834;4;
Cliente Ficticio 1169;AV IPIRANGA,  8435 91530001  PORTO ALEGRE RS ;27734;4;
Cliente Ficticio 1170;R TUSNELDA BACHMANN,   265, CASA FUNDOS 89040320  BLUMENAU SC ;71293;4;
Cliente Ficticio 1171;CSC, QD 05, LT 03/04, LJ 04 72016055  BRASILIA DF ;10920;4;
Cliente Ficticio 1172;AV NOVA INDEPENDENCIA,   126 04570000  SAO PAULO SP ;21213;4;
Cliente Ficticio 1173;R ALFREDO BASTOS,    91, CASA C 21765040  RIO DE JANEIRO RJ ;20670;4;
Cliente Ficticio 1174;AV PRF MILTON LAGE,    70 31230470  BELO HORIZONTE MG ;29423;4;
Cliente Ficticio 1175;TV WE-36 (CJ CIDADE NOVA V),   312 67133122  ANANINDEUA PA ;22989;4;
Cliente Ficticio 1177;R CECILIA SIGRIST,    30 13054661  CAMPINAS SP ;22851;4;
Cliente Ficticio 1178;R CERES,145,CS 4 07044050  GUARULHOS SP ;5289;4;
Cliente Ficticio 1179;R IRMAOS GONDULPHO,    11 11020365  SANTOS SP ;16984;4;
Cliente Ficticio 1180;R BRG GAVIAO PEIXOTO,  1409, APT 4 05078000  SAO PAULO SP ;21471;4;
Cliente Ficticio 1181;R ORIGENES LESSA,    48, CASA 1 06149212  OSASCO SP ;14158;4;
Cliente Ficticio 1182;R ALFREDO COSTA,   173, FD 08220620  SAO PAULO SP ;19834;4;
Cliente Ficticio 1183;AV D PEDRO I,   927 01552001  SAO PAULO SP ;20321;4;
Cliente Ficticio 1184;R RIACHUELO,   161, APT 913 20230010  RIO DE JANEIRO RJ ;2087;4;
Cliente Ficticio 1185;R CARDOSO DE ALMEIDA,    60, CJ 41 05013000  SAO PAULO SP ;16979;4;
